performance_id,date_key,store_key,temp_category_key,weekly_sales,temperature,fuel_price,cpi,unemployment,holiday_flag
1203,20110318,9,3,515226.11,63.82,3.488,217.9563371,6.416,0
1204,20110325,9,3,497488.4,68.79,3.473,218.2007506,6.416,0
1205,20110401,9,3,520962.14,56.12,3.524,218.445164,6.38,0
1206,20110408,9,4,561625.92,71.4,3.622,218.6895775,6.38,0
1207,20110415,9,4,528420.28,71.9,3.743,218.9134935,6.38,0
1208,20110422,9,4,549502.11,72.35,3.807,219.0861659,6.38,0
1209,20110429,9,4,532226.2,70.85,3.81,219.2588382,6.38,0
1210,20110506,9,3,545251.1,62.2,3.906,219.4315106,6.38,0
1211,20110513,9,4,539126.0,77.66,3.899,219.6041829,6.38,0
1212,20110520,9,4,518266.9,70.49,3.907,219.3622809,6.38,0
1213,20110527,9,4,553834.04,80.42,3.786,219.1203788,6.38,0
1214,20110603,9,5,587004.29,85.8,3.699,218.8784768,6.38,0
1215,20110610,9,5,550076.32,85.81,3.648,218.6365747,6.38,0
1216,20110617,9,5,558671.14,89.15,3.637,218.5877333,6.38,0
1217,20110624,9,5,538745.93,86.74,3.594,218.6836874,6.38,0
1218,20110701,9,5,537064.03,89.14,3.524,218.7796415,6.404,0
1219,20110708,9,5,535983.13,89.04,3.48,218.8755955,6.404,0
1220,20110715,9,5,512834.04,90.45,3.575,218.9607242,6.404,0
1221,20110722,9,5,491449.94,89.08,3.651,219.0187895,6.404,0
1222,20110729,9,5,471449.98,91.1,3.682,219.0768548,6.404,0
1223,20110805,9,5,554879.67,91.52,3.684,219.1349201,6.404,0
1224,20110812,9,5,520284.79,91.63,3.638,219.1929854,6.404,0
1225,20110819,9,5,540819.44,85.8,3.554,219.2556109,6.404,0
1226,20110826,9,5,542663.53,88.95,3.523,219.3189965,6.404,0
1227,20110902,9,5,544643.33,89.33,3.533,219.382382,6.404,0
1228,20110909,9,4,528784.86,75.65,3.546,219.4457675,6.404,1
1229,20110916,9,4,500274.03,77.95,3.526,219.6297841,6.404,0
1230,20110923,9,4,506743.78,74.42,3.467,219.9746423,6.404,0
1231,20110930,9,4,508567.04,78.45,3.355,220.3195004,6.404,0
1232,20111007,9,4,553836.98,72.62,3.285,220.6643585,6.054,0
1233,20111014,9,3,529515.66,67.27,3.274,220.9836849,6.054,0
1234,20111021,9,3,557075.21,65.46,3.353,221.1498206,6.054,0
1235,20111028,9,3,548527.49,63.96,3.372,221.3159563,6.054,0
1236,20111104,9,3,597855.07,54.46,3.332,221.4820921,6.054,0
1237,20111111,9,3,594574.12,58.28,3.297,221.6482278,6.054,0
1238,20111118,9,3,542414.27,58.8,3.308,221.8803923,6.054,0
1239,20111125,9,3,814753.5,54.32,3.236,222.1389683,6.054,1
1240,20111202,9,2,613115.21,46.84,3.172,222.3975443,6.054,0
1241,20111209,9,2,630327.28,37.65,3.158,222.6561203,6.054,0
1242,20111216,9,2,705557.97,47.31,3.159,222.8825484,6.054,0
1243,20111223,9,2,905324.68,44.43,3.112,223.0661125,6.054,0
1244,20111230,9,2,549788.36,43.41,3.129,223.2496766,6.054,1
1245,20120106,9,2,519585.67,47.54,3.157,223.4332408,5.667,0
1246,20120113,9,2,474964.6,42.44,3.261,223.6168049,5.667,0
1247,20120120,9,3,480130.04,51.56,3.268,223.7114288,5.667,0
1248,20120127,9,2,482451.21,49.38,3.29,223.8060527,5.667,0
1249,20120203,9,3,549967.89,54.43,3.36,223.9006766,5.667,0
1250,20120210,9,2,609736.12,44.03,3.409,223.9953006,5.667,1
1251,20120217,9,2,658965.05,43.81,3.51,224.1588663,5.667,0
1252,20120224,9,3,563578.79,53.67,3.555,224.3741384,5.667,0
1253,20120302,9,3,619498.28,57.2,3.63,224.5894104,5.667,0
1254,20120309,9,3,574955.95,54.03,3.669,224.8046825,5.667,0
1255,20120316,9,3,550373.57,59.94,3.734,224.9594902,5.667,0
1256,20120323,9,3,550791.32,58.79,3.787,225.0336786,5.667,0
1257,20120330,9,3,574985.37,67.87,3.845,225.107867,5.667,0
1258,20120406,9,3,677885.99,68.83,3.891,225.1820555,5.539,0
1259,20120413,9,3,578539.86,69.19,3.891,225.2562439,5.539,0
1260,20120420,9,3,542819.03,68.04,3.877,225.3117488,5.539,0
1261,20120427,9,4,550414.99,73.07,3.814,225.3672537,5.539,0
1262,20120504,9,4,586289.08,78.98,3.749,225.4227585,5.539,0
1263,20120511,9,4,592572.3,70.94,3.688,225.4782634,5.539,0
1264,20120518,9,3,571463.93,69.52,3.63,225.4942498,5.539,0
1265,20120525,9,4,547226.0,79.69,3.561,225.4944288,5.539,0
1266,20120601,9,4,583648.59,80.26,3.501,225.4946078,5.539,0
1267,20120608,9,4,582525.42,78.91,3.452,225.4947868,5.539,0
1268,20120615,9,4,564606.1,82.21,3.393,225.5070634,5.539,0
1269,20120622,9,4,562173.12,81.05,3.346,225.5495841,5.539,0
1270,20120629,9,5,544770.7,87.18,3.286,225.5921049,5.539,0
1271,20120706,9,4,578790.36,84.15,3.227,225.6346256,5.277,0
1272,20120713,9,4,536537.64,82.39,3.256,225.6771463,5.277,0
1273,20120720,9,4,513991.57,83.39,3.311,225.6871121,5.277,0
1274,20120727,9,5,495951.0,86.41,3.407,225.6970779,5.277,0
1275,20120803,9,5,533887.54,90.23,3.417,225.7070437,5.277,0
1276,20120810,9,5,538713.47,88.66,3.494,225.7170094,5.277,0
1277,20120817,9,5,535153.47,86.37,3.571,225.7995323,5.277,0
1278,20120824,9,4,572887.78,77.9,3.62,225.9364729,5.277,0
1279,20120831,9,4,576879.15,80.71,3.638,226.0734135,5.277,0
1280,20120907,9,5,565812.29,87.93,3.73,226.2103541,5.277,1
1281,20120914,9,4,523427.35,73.55,3.717,226.3567545,5.277,0
1282,20120921,9,3,533756.88,69.92,3.721,226.5599138,5.277,0
1283,20120928,9,4,516361.06,76.8,3.666,226.7630732,5.277,0
1284,20121005,9,3,606755.3,66.61,3.617,226.9662325,4.954,0
1285,20121012,9,3,558464.8,60.09,3.601,227.1693919,4.954,0
1286,20121019,9,3,542009.46,68.01,3.594,227.214288,4.954,0
1287,20121026,9,3,549731.49,69.52,3.506,227.2328068,4.954,0
1288,20100205,10,3,2193048.75,54.34,2.962,126.4420645,9.765,0
1289,20100212,10,2,2176028.52,49.96,2.828,126.4962581,9.765,1
1290,20100219,10,3,2113432.58,58.22,2.915,126.5262857,9.765,0
1291,20100226,10,3,2006774.96,52.77,2.825,126.5522857,9.765,0
1292,20100305,10,3,1987090.09,55.92,2.877,126.5782857,9.765,0
1293,20100312,10,3,1941346.13,52.33,3.034,126.6042857,9.765,0
1294,20100319,10,3,1946875.06,61.46,3.054,126.6066452,9.765,0
1295,20100326,10,3,1893532.46,60.05,2.98,126.6050645,9.765,0
1296,20100402,10,3,2138651.97,63.66,3.086,126.6034839,9.524,0
1297,20100409,10,3,2041069.37,65.29,3.004,126.6019032,9.524,0
1298,20100416,10,3,1826241.44,69.74,3.109,126.5621,9.524,0
1299,20100423,10,3,1829521.83,66.42,3.05,126.4713333,9.524,0
1300,20100430,10,3,1790694.59,69.76,3.105,126.3805667,9.524,0
1301,20100507,10,4,1921432.16,71.06,3.127,126.2898,9.524,0
1302,20100514,10,4,1808056.41,73.88,3.145,126.2085484,9.524,0
1303,20100521,10,4,1847613.58,78.32,3.12,126.1843871,9.524,0
1304,20100528,10,4,1904618.17,76.67,3.058,126.1602258,9.524,0
1305,20100604,10,4,1931406.28,82.82,2.941,126.1360645,9.524,0
1306,20100611,10,5,1827521.71,89.67,3.057,126.1119032,9.524,0
1307,20100618,10,4,1837636.24,83.49,2.935,126.114,9.524,0
1308,20100625,10,5,1768172.31,90.32,3.084,126.1266,9.524,0
1309,20100702,10,5,1845893.87,92.89,2.978,126.1392,9.199,0
1310,20100709,10,5,1769793.37,91.03,3.1,126.1518,9.199,0
1311,20100716,10,5,1828052.47,91.8,2.971,126.1498065,9.199,0
1312,20100723,10,5,1831676.03,88.44,3.112,126.1283548,9.199,0
1313,20100730,10,5,1832664.03,85.03,3.017,126.1069032,9.199,0
1314,20100806,10,5,1949236.09,86.13,3.123,126.0854516,9.199,0
1315,20100813,10,5,1962996.7,88.37,3.049,126.064,9.199,0
1316,20100820,10,5,1983190.56,89.88,3.041,126.0766452,9.199,0
1317,20100827,10,4,1727565.42,84.99,3.022,126.0892903,9.199,0
1318,20100903,10,4,1766331.45,83.8,3.087,126.1019355,9.199,0
1319,20100910,10,4,1720530.23,84.04,2.961,126.1145806,9.199,1
1320,20100917,10,5,1716755.78,85.52,3.028,126.1454667,9.199,0
1321,20100924,10,5,1655036.75,85.75,2.939,126.1900333,9.199,0
1322,20101001,10,5,1645892.97,86.01,3.001,126.2346,9.003,0
1323,20101008,10,4,1772192.42,77.04,2.924,126.2791667,9.003,0
1324,20101015,10,4,1703850.25,75.48,3.08,126.3266774,9.003,0
1325,20101022,10,3,1740234.06,68.12,3.014,126.3815484,9.003,0
1326,20101029,10,3,1741308.56,68.76,3.13,126.4364194,9.003,0
1327,20101105,10,4,1832211.96,71.04,3.009,126.4912903,9.003,0
1328,20101112,10,3,1895901.59,61.24,3.13,126.5461613,9.003,0
1329,20101119,10,3,1949177.13,58.83,3.047,126.6072,9.003,0
1330,20101126,10,3,2939946.38,55.33,3.162,126.6692667,9.003,1
1331,20101203,10,3,2251206.64,51.17,3.041,126.7313333,9.003,0
1332,20101210,10,3,2411790.21,60.51,3.091,126.7934,9.003,0
1333,20101217,10,3,2811646.85,59.15,3.125,126.8794839,9.003,0
1334,20101224,10,3,3749057.69,57.06,3.236,126.9835806,9.003,0
1335,20101231,10,2,1707298.14,49.67,3.148,127.0876774,9.003,1
1336,20110107,10,2,1714309.9,43.43,3.287,127.1917742,8.744,0
1337,20110114,10,2,1710803.59,49.98,3.312,127.3009355,8.744,0
1338,20110121,10,3,1677556.18,56.75,3.336,127.4404839,8.744,0
1339,20110128,10,3,1715769.05,53.03,3.231,127.5800323,8.744,0
1340,20110204,10,2,1968045.91,44.88,3.348,127.7195806,8.744,0
1341,20110211,10,3,2115408.31,51.51,3.381,127.859129,8.744,1
1342,20110218,10,3,2106934.55,61.77,3.43,127.99525,8.744,0
1343,20110225,10,3,1967996.71,53.59,3.398,128.13,8.744,0
1344,20110304,10,3,1958003.19,56.96,3.674,128.26475,8.744,0
1345,20110311,10,3,1933469.15,64.22,3.63,128.3995,8.744,0
1346,20110318,10,4,1884734.31,70.12,3.892,128.5121935,8.744,0
1347,20110325,10,3,1815798.85,62.53,3.716,128.6160645,8.744,0
1348,20110401,10,3,1827733.18,67.64,3.772,128.7199355,8.494,0
1349,20110408,10,4,1870720.73,73.03,3.818,128.8238065,8.494,0
1350,20110415,10,3,1781767.22,61.05,4.089,128.9107333,8.494,0
1351,20110422,10,4,2004831.14,75.93,3.917,128.9553,8.494,0
1352,20110429,10,4,1873646.34,73.38,4.151,128.9998667,8.494,0
1353,20110506,10,4,1841369.99,73.56,4.193,129.0444333,8.494,0
1354,20110513,10,4,1712995.44,74.04,4.202,129.089,8.494,0
1355,20110520,10,4,1720908.01,72.62,3.99,129.0756774,8.494,0
1356,20110527,10,4,1743000.38,78.62,3.933,129.0623548,8.494,0
1357,20110603,10,4,1792210.89,81.87,3.893,129.0490323,8.494,0
1358,20110610,10,4,1740063.1,84.57,3.981,129.0357097,8.494,0
1359,20110617,10,5,1817934.76,87.96,3.935,129.0432,8.494,0
1360,20110624,10,5,1711813.13,90.69,3.807,129.0663,8.494,0
1361,20110701,10,5,1751369.75,95.36,3.842,129.0894,8.257,0
1362,20110708,10,5,1699708.38,88.57,3.793,129.1125,8.257,0
1363,20110715,10,5,1775068.4,86.01,3.779,129.1338387,8.257,0
1364,20110722,10,5,1774342.61,88.59,3.697,129.1507742,8.257,0
1365,20110729,10,5,1745841.33,86.75,3.694,129.1677097,8.257,0
1366,20110805,10,5,1886299.98,89.8,3.803,129.1846452,8.257,0
1367,20110812,10,5,1917397.63,85.61,3.794,129.2015806,8.257,0
1368,20110819,10,5,1954849.68,87.4,3.743,129.2405806,8.257,0
1369,20110826,10,5,1728399.07,91.59,3.663,129.2832581,8.257,0
1370,20110902,10,5,1758587.35,91.61,3.798,129.3259355,8.257,0
1371,20110909,10,5,1670579.82,89.06,3.771,129.3686129,8.257,1
1372,20110916,10,4,1650894.3,77.49,3.784,129.4306,8.257,0
1373,20110923,10,4,1685910.53,82.51,3.789,129.5183333,8.257,0
1374,20110930,10,4,1627707.31,82.27,3.877,129.6060667,8.257,0
1375,20111007,10,4,1788227.6,75.01,3.827,129.6938,7.874,0
1376,20111014,10,4,1704753.02,70.27,3.698,129.7706452,7.874,0
1377,20111021,10,4,1745928.56,77.91,3.842,129.7821613,7.874,0
1378,20111028,10,4,1771792.97,72.79,3.843,129.7936774,7.874,0
1379,20111104,10,3,1904438.59,68.57,3.828,129.8051935,7.874,0
1380,20111111,10,3,2076570.84,55.28,3.677,129.8167097,7.874,0
1381,20111118,10,3,1869087.85,58.97,3.669,129.8268333,7.874,0
1382,20111125,10,3,2950198.64,60.68,3.76,129.8364,7.874,1
1383,20111202,10,3,2068097.18,57.29,3.701,129.8459667,7.874,0
1384,20111209,10,2,2429310.9,42.58,3.644,129.8555333,7.874,0
1385,20111216,10,3,2555031.18,50.53,3.489,129.8980645,7.874,0
1386,20111223,10,2,3487986.89,48.36,3.541,129.9845484,7.874,0
1387,20111230,10,2,1930690.37,48.92,3.428,130.0710323,7.874,1
1388,20120106,10,3,1683401.78,59.85,3.443,130.1575161,7.545,0
1389,20120113,10,3,1711562.73,51.0,3.477,130.244,7.545,0
1390,20120120,10,3,1675562.94,54.51,3.66,130.2792258,7.545,0
1391,20120127,10,3,1632406.0,53.59,3.675,130.3144516,7.545,0
1392,20120203,10,3,1867403.01,56.85,3.543,130.3496774,7.545,0
1393,20120210,10,3,2218595.8,55.73,3.722,130.3849032,7.545,1
1394,20120217,10,3,2168709.76,54.12,3.781,130.4546207,7.545,0
1395,20120224,10,3,2039415.74,56.02,3.95,130.5502069,7.545,0
1396,20120302,10,3,1990371.02,57.62,3.882,130.6457931,7.545,0
1397,20120309,10,3,1917483.1,57.65,3.963,130.7413793,7.545,0
1398,20120316,10,3,1930814.66,62.11,4.273,130.8261935,7.545,0
1399,20120323,10,3,1837457.69,56.54,4.288,130.8966452,7.545,0
1400,20120330,10,3,1815760.42,67.92,4.294,130.9670968,7.545,0
1401,20120406,10,3,2163384.17,65.99,4.282,131.0375484,7.382,0
1402,20120413,10,4,1974687.51,70.28,4.254,131.108,7.382,0
1403,20120420,10,3,1777166.53,67.75,4.111,131.1173333,7.382,0
1404,20120427,10,4,1712987.56,80.11,4.088,131.1266667,7.382,0
1405,20120504,10,4,1821364.42,77.02,4.058,131.136,7.382,0
1406,20120511,10,4,1792345.3,76.03,4.186,131.1453333,7.382,0
1407,20120518,10,5,1795152.73,85.19,4.308,131.0983226,7.382,0
1408,20120525,10,5,1830939.1,86.03,4.127,131.0287742,7.382,0
1409,20120601,10,4,1767471.48,80.06,4.277,130.9592258,7.382,0
1410,20120608,10,5,1840491.41,86.87,4.103,130.8896774,7.382,0
1411,20120615,10,5,1811562.88,88.58,4.144,130.8295333,7.382,0
1412,20120622,10,5,1755334.18,89.92,4.014,130.7929,7.382,0
1413,20120629,10,5,1707481.9,91.36,3.875,130.7562667,7.382,0
1414,20120706,10,5,1805999.79,86.87,3.666,130.7196333,7.17,0
1415,20120713,10,5,1765571.91,89.8,3.723,130.683,7.17,0
1416,20120720,10,4,1869967.03,84.45,3.589,130.7012903,7.17,0
1417,20120727,10,4,1817603.66,83.98,3.769,130.7195806,7.17,0
1418,20120803,10,4,1939440.09,84.76,3.595,130.737871,7.17,0
1419,20120810,10,5,1880436.94,90.78,3.811,130.7561613,7.17,0
1420,20120817,10,5,1827797.4,88.83,4.002,130.7909677,7.17,0
1421,20120824,10,4,1764984.15,82.5,4.055,130.8381613,7.17,0
1422,20120831,10,5,1650285.54,86.97,3.886,130.8853548,7.17,0
1423,20120907,10,4,1708283.28,83.07,4.124,130.9325484,7.17,1
1424,20120914,10,4,1640168.99,78.47,3.966,130.9776667,7.17,0
1425,20120921,10,4,1671857.57,81.93,4.125,131.0103333,7.17,0
1426,20120928,10,4,1694862.41,82.52,3.966,131.043,7.17,0
1427,20121005,10,4,1758971.38,80.88,4.132,131.0756667,6.943,0
1428,20121012,10,4,1713889.11,76.03,4.468,131.1083333,6.943,0
1429,20121019,10,4,1734834.82,72.71,4.449,131.1499677,6.943,0
1430,20121026,10,4,1744349.05,70.5,4.301,131.1930968,6.943,0
1431,20100205,11,2,1528008.64,46.04,2.572,214.4248812,7.368,0
1432,20100212,11,2,1574684.08,48.01,2.548,214.5747916,7.368,1
1433,20100219,11,2,1503298.7,48.3,2.514,214.6198868,7.368,0
1434,20100226,11,3,1336404.65,52.79,2.561,214.6475127,7.368,0
1435,20100305,11,3,1426622.65,53.96,2.625,214.6751386,7.368,0
1436,20100312,11,3,1331883.16,64.1,2.667,214.7027646,7.368,0
1437,20100319,11,3,1364207.0,61.51,2.72,214.5301219,7.368,0
1438,20100326,11,3,1245624.27,58.09,2.732,214.3241011,7.368,0
1439,20100402,11,3,1446210.26,66.16,2.719,214.1180803,7.343,0
1440,20100409,11,3,1470308.32,69.57,2.77,213.9120595,7.343,0
1441,20100416,11,3,1323243.35,67.81,2.808,213.7726889,7.343,0
1442,20100423,11,3,1283766.55,68.37,2.795,213.7221852,7.343,0
1443,20100430,11,4,1239766.89,71.13,2.78,213.6716815,7.343,0
1444,20100507,11,4,1312329.78,75.57,2.835,213.6211778,7.343,0
1445,20100514,11,4,1266796.13,77.64,2.854,213.6196139,7.343,0
1446,20100521,11,4,1271646.62,76.97,2.826,213.9116886,7.343,0
1447,20100528,11,4,1264272.52,79.69,2.759,214.2037634,7.343,0
1448,20100604,11,4,1396322.19,79.66,2.705,214.4958382,7.343,0
1449,20100611,11,4,1339570.85,82.81,2.668,214.787913,7.343,0
1450,20100618,11,4,1336522.92,84.13,2.637,214.7858259,7.343,0
1451,20100625,11,4,1262025.08,84.5,2.653,214.6660741,7.343,0
1452,20100702,11,4,1302600.14,83.09,2.669,214.5463222,7.346,0
1453,20100709,11,4,1280156.47,83.01,2.642,214.4265704,7.346,0
1454,20100716,11,4,1290609.54,84.9,2.623,214.4176476,7.346,0
1455,20100723,11,4,1244390.03,84.57,2.608,214.5564968,7.346,0
1456,20100730,11,4,1250178.89,83.26,2.64,214.695346,7.346,0
1457,20100806,11,5,1369634.92,86.54,2.627,214.8341952,7.346,0
1458,20100813,11,5,1384339.1,87.73,2.692,214.9730444,7.346,0
1459,20100820,11,5,1430192.37,88.93,2.664,214.9314191,7.346,0
1460,20100827,11,5,1311263.07,87.7,2.619,214.8897938,7.346,0
1461,20100903,11,4,1303914.27,84.94,2.577,214.8481685,7.346,0
1462,20100910,11,4,1231428.46,81.93,2.565,214.8065431,7.346,1
1463,20100917,11,4,1215676.31,83.04,2.582,214.8322484,7.346,0
1464,20100924,11,4,1170103.25,77.36,2.624,214.9084516,7.346,0
1465,20101001,11,4,1182490.46,75.11,2.603,214.9846548,7.564,0
1466,20101008,11,3,1293472.8,68.71,2.633,215.060858,7.564,0
1467,20101015,11,4,1175003.67,71.46,2.72,215.1293114,7.564,0
1468,20101022,11,4,1169831.38,72.6,2.725,215.17839,7.564,0
1469,20101029,11,4,1195036.0,74.21,2.716,215.2274686,7.564,0
1470,20101105,11,3,1332759.13,64.41,2.689,215.2765472,7.564,0
1471,20101112,11,3,1281675.6,63.74,2.728,215.3256258,7.564,0
1472,20101119,11,3,1292346.57,58.63,2.771,215.2074519,7.564,0
1473,20101126,11,3,1757242.51,69.9,2.735,215.0614025,7.564,1
1474,20101203,11,3,1380522.64,55.9,2.708,214.9153531,7.564,0
1475,20101210,11,3,1564516.43,53.33,2.843,214.7693037,7.564,0
1476,20101217,11,3,1843971.15,54.63,2.869,214.704919,7.564,0
1477,20101224,11,3,2306265.36,59.33,2.886,214.7017828,7.564,0
1478,20101231,11,3,1172003.1,55.03,2.943,214.6986466,7.564,1
1479,20110107,11,3,1178905.44,54.43,2.976,214.6955104,7.551,0
1480,20110114,11,2,1194449.78,45.34,2.983,214.7470729,7.551,0
1481,20110121,11,3,1187776.19,51.51,3.016,215.1268275,7.551,0
1482,20110128,11,3,1100418.69,51.04,3.01,215.5065821,7.551,0
1483,20110204,11,2,1422546.05,47.17,2.989,215.8863367,7.551,0
1484,20110211,11,2,1419236.9,44.61,3.022,216.2660913,7.551,1
1485,20110218,11,3,1554747.15,61.5,3.045,216.5843571,7.551,0
1486,20110225,11,3,1323999.36,68.74,3.065,216.8780275,7.551,0
1487,20110304,11,3,1399456.99,66.5,3.288,217.1716979,7.551,0
1488,20110311,11,3,1314557.31,63.29,3.459,217.4653683,7.551,0
1489,20110318,11,4,1391813.69,70.17,3.488,217.7235226,7.551,0
1490,20110325,11,4,1229777.24,73.74,3.473,217.9674705,7.551,0
1491,20110401,11,3,1258674.12,69.1,3.524,218.2114184,7.574,0
1492,20110408,11,4,1327401.06,73.57,3.622,218.4553663,7.574,0
1493,20110415,11,4,1312905.8,76.64,3.743,218.6788642,7.574,0
1494,20110422,11,4,1388118.53,78.31,3.807,218.851237,7.574,0
1495,20110429,11,4,1357589.89,79.97,3.81,219.0236099,7.574,0
1496,20110506,11,4,1331453.41,71.39,3.906,219.1959827,7.574,0
1497,20110513,11,4,1277959.42,80.93,3.899,219.3683556,7.574,0
1498,20110520,11,4,1239466.97,76.97,3.907,219.127216,7.574,0
1499,20110527,11,5,1216876.52,85.61,3.786,218.8860765,7.574,0
1500,20110603,11,5,1343637.0,86.14,3.699,218.6449369,7.574,0
1501,20110610,11,5,1314626.75,85.79,3.648,218.4037974,7.574,0
1502,20110617,11,5,1337506.74,87.9,3.637,218.3551748,7.574,0
1503,20110624,11,5,1254587.84,86.13,3.594,218.45094,7.574,0
1504,20110701,11,5,1297472.06,86.43,3.524,218.5467052,7.567,0
1505,20110708,11,5,1334627.96,87.17,3.48,218.6424704,7.567,0
1506,20110715,11,5,1266546.73,88.3,3.575,218.7275216,7.567,0
1507,20110722,11,5,1290576.44,87.8,3.651,218.7857881,7.567,0
1508,20110729,11,5,1212938.67,89.46,3.682,218.8440545,7.567,0
1509,20110805,11,5,1403198.94,90.04,3.684,218.9023209,7.567,0
1510,20110812,11,5,1354188.43,90.3,3.638,218.9605873,7.567,0
1511,20110819,11,5,1484169.74,89.51,3.554,219.023271,7.567,0
1512,20110826,11,5,1304706.75,89.09,3.523,219.0866908,7.567,0
1513,20110902,11,5,1297792.41,91.44,3.533,219.1501106,7.567,0
1514,20110909,11,4,1249439.95,84.91,3.546,219.2135305,7.567,1
1515,20110916,11,5,1270816.01,85.11,3.526,219.3972867,7.567,0
1516,20110923,11,4,1235775.15,82.14,3.467,219.7414914,7.567,0
1517,20110930,11,4,1190515.83,84.4,3.355,220.085696,7.567,0
1518,20111007,11,4,1346271.06,76.97,3.285,220.4299007,7.197,0
1519,20111014,11,4,1286388.96,75.56,3.274,220.7486167,7.197,0
1520,20111021,11,4,1325107.53,70.91,3.353,220.9144005,7.197,0
1521,20111028,11,4,1310684.1,72.66,3.372,221.0801842,7.197,0
1522,20111104,11,3,1458287.38,61.13,3.332,221.245968,7.197,0
1523,20111111,11,3,1366053.69,64.2,3.297,221.4117517,7.197,0
1524,20111118,11,3,1315091.63,66.17,3.308,221.6432852,7.197,0
1525,20111125,11,4,1848953.48,70.03,3.236,221.9011185,7.197,1
1526,20111202,11,3,1399322.44,56.89,3.172,222.1589519,7.197,0
1527,20111209,11,3,1646655.94,50.63,3.158,222.4167852,7.197,0
1528,20111216,11,3,1783910.06,59.69,3.159,222.6426418,7.197,0
1529,20111223,11,3,2213518.5,54.29,3.112,222.8258628,7.197,0
1530,20111230,11,2,1352084.21,48.86,3.129,223.0090839,7.197,1
1531,20120106,11,3,1283885.55,54.44,3.157,223.1923049,6.833,0
1532,20120113,11,3,1264736.59,53.1,3.261,223.3755259,6.833,0
1533,20120120,11,3,1207303.29,56.43,3.268,223.4700552,6.833,0
1534,20120127,11,3,1162675.85,58.36,3.29,223.5645845,6.833,0
1535,20120203,11,3,1376732.18,60.24,3.36,223.6591137,6.833,0
1536,20120210,11,3,1574287.76,52.23,3.409,223.753643,6.833,1
1537,20120217,11,3,1569607.94,52.77,3.51,223.9170153,6.833,0
1538,20120224,11,3,1379473.03,61.11,3.555,224.1320199,6.833,0
1539,20120302,11,3,1438383.44,62.61,3.63,224.3470245,6.833,0
1540,20120309,11,3,1413382.76,61.44,3.669,224.5620291,6.833,0
1541,20120316,11,3,1441884.28,64.21,3.734,224.7166953,6.833,0
1542,20120323,11,3,1300593.61,67.16,3.787,224.7909104,6.833,0
1543,20120330,11,4,1300104.03,70.23,3.845,224.8651254,6.833,0
1544,20120406,11,4,1596325.01,74.19,3.891,224.9393405,6.664,0
1545,20120413,11,4,1472752.01,72.74,3.891,225.0135556,6.664,0
1546,20120420,11,4,1315356.99,71.97,3.877,225.0689541,6.664,0
1547,20120427,11,4,1236238.29,73.4,3.814,225.1243526,6.664,0
1548,20120504,11,4,1370251.22,79.07,3.749,225.1797511,6.664,0
1549,20120511,11,4,1300147.07,75.13,3.688,225.2351496,6.664,0
1550,20120518,11,4,1352442.31,72.53,3.63,225.2512024,6.664,0
1551,20120525,11,4,1297335.87,78.44,3.561,225.2515168,6.664,0
1552,20120601,11,4,1361595.33,81.67,3.501,225.2518313,6.664,0
1553,20120608,11,4,1414343.53,82.1,3.452,225.2521458,6.664,0
1554,20120615,11,4,1417875.42,84.97,3.393,225.2644795,6.664,0
1555,20120622,11,4,1355680.3,83.26,3.346,225.3068615,6.664,0
1556,20120629,11,5,1297028.6,87.86,3.286,225.3492435,6.664,0
1557,20120706,11,4,1461129.94,83.44,3.227,225.3916254,6.334,0
1558,20120713,11,4,1320239.51,82.46,3.256,225.4340074,6.334,0
1559,20120720,11,4,1344483.81,82.41,3.311,225.4438827,6.334,0
1560,20120727,11,5,1272395.02,85.43,3.407,225.4537579,6.334,0
1561,20120803,11,5,1399341.07,86.94,3.417,225.4636332,6.334,0
1562,20120810,11,5,1388973.65,86.21,3.494,225.4735085,6.334,0
1563,20120817,11,5,1421307.2,87.73,3.571,225.5558664,6.334,0
1564,20120824,11,4,1409515.73,83.17,3.62,225.6925864,6.334,0
1565,20120831,11,5,1372872.35,86.49,3.638,225.8293063,6.334,0
1566,20120907,11,5,1304584.4,85.17,3.73,225.9660263,6.334,1
1567,20120914,11,4,1267675.05,79.61,3.717,226.1122067,6.334,0
1568,20120921,11,4,1326132.98,73.64,3.721,226.3151496,6.334,0
1569,20120928,11,4,1227430.73,77.67,3.666,226.5180926,6.334,0
1570,20121005,11,4,1422794.26,73.37,3.617,226.7210356,6.034,0
1571,20121012,11,3,1311965.09,69.94,3.601,226.9239785,6.034,0
1572,20121019,11,4,1232073.18,73.77,3.594,226.9688442,6.034,0
1573,20121026,11,4,1200729.45,74.26,3.506,226.9873637,6.034,0
1574,20100205,12,2,1100046.37,49.47,2.962,126.4420645,13.975,0
1575,20100212,12,2,1117863.33,47.87,2.946,126.4962581,13.975,1
1576,20100219,12,3,1095421.65,54.83,2.915,126.5262857,13.975,0
1577,20100226,12,3,1048617.17,50.23,2.825,126.5522857,13.975,0
1578,20100305,12,3,1077018.27,53.77,2.987,126.5782857,13.975,0
1579,20100312,12,3,985594.23,50.11,2.925,126.6042857,13.975,0
1580,20100319,12,3,972088.34,59.57,3.054,126.6066452,13.975,0
1581,20100326,12,3,981615.81,60.06,3.083,126.6050645,13.975,0
1582,20100402,12,3,1011822.3,59.84,3.086,126.6034839,14.099,0
